,FFP_TIER,AVG_INTERVAL,avg_discount,EXCHANGE_COUNT,Point_NotFlight,Ration_L1Y_Flight_Count,L1Y_BP_SUM,P1Y_BP_SUM,Customer_Status
59785,4,2.0,1.0,0,0,0.0,0,1000,已流失
59786,4,44.0,1.0,0,6,0.0,0,1000,已流失
59787,4,9.0,1.0,0,10,0.0,0,1000,已流失
59788,4,3.0,1.0,0,0,0.0,0,1000,已流失
59789,4,2.0,1.0,0,0,0.0,0,1000,已流失
59790,4,2.0,1.0,0,0,0.0,0,1000,已流失
59791,4,85.0,1.0,0,0,0.0,0,1000,已流失
59792,4,21.0,1.0,0,0,0.0,0,1000,已流失
59793,4,7.0,1.0,0,0,0.0,0,1000,已流失
59794,4,25.0,1.0,0,0,0.0,0,1000,已流失
59795,4,2.0,1.0,0,0,1.0,1000,0,未流失
59796,4,5.0,1.0,0,0,0.0,0,1000,已流失
59797,4,2.0,1.0,0,0,0.0,0,1000,已流失
59798,4,1.0,1.0,0,0,0.0,0,1000,已流失
59799,4,2.0,1.0,0,0,0.0,0,1000,已流失
59800,4,0.0,1.0,0,0,0.0,0,1000,已流失
59801,4,4.0,0.35,0,0,0.0,0,617,已流失
59802,4,151.0,0.56365628,0,0,0.0,0,787,已流失
59803,4,10.0,0.45,0,28,0.0,0,868,已流失
59804,4,12.0,0.45,0,0,0.0,0,868,已流失
59805,4,462.0,0.558860454,0,1,0.5,1087,0,准流失
59806,4,281.0,0.678815249,0,0,0.333333333,214,1000,已流失
59807,4,0.0,0.4,0,0,1.0,1065,0,未流失
59808,4,11.0,0.4,0,0,0.0,0,1090,已流失
59809,4,9.0,0.4,0,0,0.0,0,1090,已流失
59810,4,266.0,0.198515531,0,0,0.333333333,0,0,已流失
59811,4,151.0,0.45,0,12,0.666666667,706,266,准流失
59812,4,0.0,0.712569316,0,0,0.0,0,977,已流失
59813,4,235.0,0.815800988,0,0,1.0,902,0,未流失
59814,4,136.0,0.351228337,0,0,1.0,500,0,未流失
59815,4,312.0,0.453020792,0,0,0.0,0,646,已流失
59816,4,0.0,0.33,0,1,1.0,1314,0,未流失
59817,4,77.0,0.716666667,0,0,0.0,0,1200,已流失
59818,4,158.0,0.677230047,0,0,0.0,0,942,已流失
59819,4,305.0,0.415,0,0,0.5,494,0,准流失
59820,4,58.0,0.58,0,1,1.0,784,0,未流失
59821,4,2.0,0.8,0,0,0.0,0,964,已流失
59822,4,3.0,0.733778626,0,0,0.0,0,921,已流失
59823,4,248.0,0.480992494,0,0,0.5,448,479,准流失
59824,4,18.5,0.268966884,1,28,1.0,443,0,未流失
59825,4,43.0,0.65,0,0,0.0,0,1141,已流失
59826,4,99.0,0.65,0,0,0.5,326,326,准流失
59827,4,2.0,0.65,0,0,0.0,0,652,已流失
59828,4,0.0,0.574414549,0,0,0.0,0,1026,已流失
59829,4,570.0,0.938705212,0,0,0.5,500,610,准流失
59830,4,4.0,0.34,0,0,1.0,0,0,未流失
59831,4,489.0,0.34,0,0,0.5,560,0,准流失
59832,4,2.0,0.34,0,0,1.0,0,0,未流失
59833,4,142.6666667,0.4975,0,0,0.75,400,0,准流失
59834,4,11.66666667,0.706407112,0,0,0.0,0,1648,已流失
59835,4,29.0,0.696072508,0,0,0.0,0,1016,已流失
59836,4,9.0,1.0,0,0,0.0,0,1000,已流失
59837,4,18.0,1.0,0,0,0.0,0,1000,已流失
59838,4,155.0,0.521367134,0,0,0.0,0,746,已流失
59839,4,262.0,0.354482759,0,0,0.5,0,200,准流失
59840,4,134.0,0.478234317,0,0,0.5,479,0,准流失
59841,4,11.0,0.44,0,0,1.0,479,0,未流失
59842,4,108.0,0.676823529,0,0,0.5,604,392,准流失
59843,4,313.0,0.581866464,0,0,0.0,0,1137,已流失
59844,4,218.0,0.620950324,0,0,0.5,428,229,准流失
59845,4,86.0,0.329701835,0,0,0.5,0,494,准流失
59846,4,100.0,0.39359589,0,0,0.666666667,752,376,准流失
59847,4,86.0,0.955361596,0,0,0.0,0,1138,已流失
59848,4,474.0,0.429540187,0,0,0.5,0,502,准流失
59849,4,7.0,0.885,0,0,1.0,1220,0,未流失
59850,4,41.0,0.885,0,0,1.0,1220,0,未流失
59851,4,117.0,0.885,0,0,1.0,1220,0,未流失
59852,4,51.0,0.885,0,0,1.0,1220,0,未流失
59853,4,410.0,0.885,0,0,0.5,610,610,准流失
59854,4,3.0,0.6,0,1,0.0,0,706,已流失
59855,4,39.0,0.4,0,0,0.0,0,1163,已流失
59856,4,6.5,0.339597752,0,9,1.0,0,0,未流失
59857,4,5.0,0.875,0,0,1.0,1334,0,未流失
59858,4,221.0,0.514917003,0,1,0.5,336,336,准流失
59859,4,160.5,0.633333333,0,2,0.666666667,1124,0,准流失
59860,4,235.0,0.322589261,0,0,0.0,0,467,已流失
59861,4,45.0,0.456031809,0,0,1.0,763,0,未流失
59862,4,335.0,0.362109252,0,0,0.5,0,763,准流失
59863,4,70.0,0.686229803,0,0,0.666666667,1015,206,准流失
59864,4,25.0,0.349588289,0,0,0.0,0,331,已流失
59865,4,160.0,0.6,0,0,0.0,0,708,已流失
59866,4,8.0,0.3,0,0,1.0,0,0,未流失
59867,4,3.0,0.685406699,0,0,1.0,1087,0,未流失
59868,4,140.0,0.25,0,0,0.0,0,0,已流失
59869,4,14.0,0.806483439,0,0,0.0,0,1733,已流失
59870,4,321.0,0.776863544,0,0,1.0,980,0,未流失
59871,4,32.0,0.77,0,0,1.0,1342,0,未流失
59872,4,50.0,0.392957746,0,0,0.0,0,443,已流失
59873,4,19.0,0.397565217,0,0,0.0,0,678,已流失
59874,4,7.0,0.25,0,0,0.0,0,0,已流失
59875,4,24.0,0.371875,0,0,0.0,0,697,已流失
59876,4,354.0,0.740239793,0,0,0.5,815,227,准流失
59877,4,47.0,0.415,0,0,1.0,484,0,未流失
59878,4,66.0,0.415,0,0,1.0,484,0,未流失
59879,4,592.0,0.543139867,0,0,0.5,276,477,准流失
59880,4,21.0,0.425615213,0,0,0.0,0,963,已流失
59881,4,6.0,0.75,0,0,0.0,0,946,已流失
59882,4,0.0,0.75,0,0,0.0,0,946,已流失
59883,4,3.0,0.415054545,0,17,1.0,484,0,未流失
59884,4,71.5,0.276666667,0,0,1.0,0,0,未流失
59885,4,124.0,0.2725,0,0,0.75,0,0,准流失
59886,4,1.0,0.72,0,0,1.0,901,0,未流失
59887,4,2.0,0.880648649,0,0,1.0,1021,0,未流失
59888,4,1.0,0.461773998,0,0,1.0,448,0,未流失
59889,4,3.0,0.647001704,0,0,1.0,620,0,未流失
59890,4,21.0,0.904126984,0,0,0.0,0,1229,已流失
59891,4,456.0,0.623448276,0,0,0.5,500,466,准流失
59892,4,1.0,1.0,0,0,0.0,0,1121,已流失
59893,4,184.0,0.44540086,0,0,1.0,646,0,未流失
59894,4,207.0,0.7524818,0,0,0.0,0,845,已流失
59895,4,40.0,0.7,0,0,0.0,0,634,已流失
59896,4,7.0,0.467674897,0,0,0.0,0,911,已流失
59897,4,6.0,0.621635667,0,0,0.0,0,683,已流失
59898,4,0.0,0.34,0,1,1.0,1286,0,未流失
59899,4,0.0,0.647435897,0,0,0.0,0,1016,已流失
59900,4,2.0,0.475,0,8,0.0,0,445,已流失
59901,4,0.0,0.705652174,0,25,1.0,900,0,未流失
59902,4,1.0,0.937293729,0,0,0.0,0,1500,已流失
59903,4,64.5,0.77,0,0,1.0,1200,0,未流失
59904,4,291.0,0.875,0,0,1.0,1220,0,未流失
59905,4,0.0,0.875,0,0,0.0,0,854,已流失
59906,4,105.0,0.31384743,0,0,0.333333333,0,422,已流失
59907,4,2.0,0.7,0,0,0.0,0,698,已流失
59908,4,1.0,0.7,0,0,0.0,0,1223,已流失
59909,4,2.0,0.92,1,20,1.0,1000,0,未流失
59910,4,50.0,0.316666667,0,0,0.0,0,428,已流失
59911,4,82.0,0.316666667,0,0,0.0,0,428,已流失
59912,4,7.0,0.34,0,0,1.0,0,0,未流失
59913,4,2.0,0.65,0,0,0.0,0,1152,已流失
59914,4,2.0,0.65,0,0,0.0,0,658,已流失
59915,4,26.0,0.63328683,0,0,1.0,891,0,未流失
59916,4,2.5,0.570770005,0,0,1.0,1000,0,未流失
59917,4,4.0,1.0,0,0,0.0,0,1030,已流失
59918,4,384.0,1.0,0,0,0.5,515,515,准流失
59919,4,150.0,1.0,0,0,0.0,0,1030,已流失
59920,4,7.0,1.0,0,0,0.0,0,1030,已流失
59921,4,408.0,0.90499601,0,0,0.5,500,905,准流失
59922,4,264.0,0.496666667,0,0,0.666666667,0,676,准流失
59923,4,403.0,0.608888292,0,0,0.5,349,346,准流失
59924,4,164.0,0.53098829,0,0,1.0,484,0,未流失
59925,4,97.33333333,0.507452999,0,0,0.5,409,409,准流失
59926,4,2.0,0.65,0,1,0.0,0,616,已流失
59927,4,134.0,0.526782892,0,0,1.0,1263,0,未流失
59928,4,31.0,0.304335214,0,0,1.0,224,0,未流失
59929,4,7.0,0.25,0,0,0.0,0,0,已流失
59930,4,1.0,0.525,0,0,0.0,0,896,已流失
59931,4,202.0,0.500600972,0,0,0.5,0,610,准流失
59932,4,68.0,0.500600972,0,0,1.0,823,0,未流失
59933,4,5.0,0.7,0,0,0.0,0,876,已流失
59934,4,247.0,0.54573494,0,0,0.5,434,354,准流失
59935,4,55.0,0.28,0,0,1.0,0,0,未流失
59936,4,3.0,0.85,0,0,0.0,0,1276,已流失
59937,4,315.0,0.85,0,0,0.0,0,893,已流失
59938,4,0.0,0.85,0,0,0.0,0,1276,已流失
59939,4,117.0,0.392827897,0,0,1.0,400,0,未流失
59940,4,160.6666667,0.319187817,0,1,0.5,0,400,准流失
59941,4,0.0,0.82,0,0,1.0,1292,0,未流失
59942,4,111.0,0.594944766,0,0,1.0,984,0,未流失
59943,4,6.0,0.740635232,0,0,0.0,0,1010,已流失
59944,4,13.0,0.425875706,0,0,1.0,467,0,未流失
59945,4,200.0,0.484716981,0,0,0.333333333,0,502,已流失
59946,4,132.0,0.550043796,0,0,1.0,479,0,未流失
59947,4,1.0,0.881435257,0,0,0.0,0,1066,已流失
59948,4,3.0,0.625,0,16,0.0,0,717,已流失
59949,4,22.0,0.316666667,0,8,0.0,0,443,已流失
59950,4,5.0,0.75,0,0,0.0,0,938,已流失
59951,4,3.0,0.49,0,0,1.0,866,0,未流失
59952,4,146.0,0.383350305,0,0,0.0,0,329,已流失
59953,4,88.0,0.738574232,0,0,1.0,1137,0,未流失
59954,4,5.0,0.773479452,0,0,1.0,982,0,未流失
59955,4,511.0,0.87,0,0,0.5,610,610,准流失
59956,4,325.0,0.87,0,0,0.5,610,610,准流失
59957,4,7.0,0.25,0,0,0.0,0,0,已流失
59958,4,654.0,0.57,0,0,0.5,0,646,准流失
59959,4,226.0,0.420693512,0,30,0.5,479,0,准流失
59960,4,39.0,0.700745342,0,0,0.0,0,1154,已流失
59961,4,28.0,0.619807692,0,0,1.0,697,0,未流失
59962,4,39.0,0.536584206,0,0,0.0,0,686,已流失
59963,4,403.0,0.747931034,0,0,0.5,224,717,准流失
59964,4,247.0,0.635984208,0,0,0.5,200,479,准流失
59965,4,0.0,0.4,0,0,0.0,0,1161,已流失
59966,4,74.0,0.567758186,0,0,0.5,376,376,准流失
59967,4,2.0,0.5,0,0,0.0,0,844,已流失
59968,4,286.0,0.373289169,0,0,0.666666667,424,636,准流失
59969,4,51.33333333,0.295,0,0,1.0,0,0,未流失
59970,4,47.0,0.505745063,0,0,0.5,435,376,准流失
59971,4,3.0,0.568309788,0,2,1.0,884,0,未流失
59972,4,88.0,0.878549142,0,0,0.0,0,891,已流失
59973,4,247.5,0.493333333,0,0,0.333333333,0,946,已流失
59974,4,1.0,0.354629921,0,0,0.0,0,562,已流失
59975,4,310.0,0.360044786,0,0,0.5,0,497,准流失
59976,4,297.0,0.588332462,0,0,0.666666667,500,346,准流失
59977,4,180.0,0.4,0,25,0.0,0,1052,已流失
59978,4,4.0,0.640341491,0,0,1.0,635,0,未流失
59979,4,95.0,0.691031941,0,0,0.0,0,943,已流失
59980,4,1.0,0.25,0,0,1.0,0,0,未流失
59981,4,1.0,0.625,0,0,0.0,0,1124,已流失
59982,4,63.0,0.43,0,0,1.0,479,0,未流失
59983,4,216.0,0.34,0,0,0.5,0,617,准流失
59984,4,121.0,0.532591189,0,0,0.0,0,766,已流失
59985,4,48.0,0.498757764,0,0,1.0,844,0,未流失
59986,4,3.0,0.498757764,0,0,0.5,422,422,准流失
59987,4,20.0,0.523428039,0,0,0.0,0,764,已流失
59988,4,181.0,0.289852979,0,0,1.0,0,0,未流失
59989,4,0.0,0.4,0,0,0.0,0,1039,已流失
59990,4,166.0,0.33,0,0,1.0,0,0,未流失
59991,4,207.0,0.39,0,1,0.5,0,538,准流失
59992,4,5.0,0.375,0,0,1.0,0,0,未流失
59993,4,312.0,0.879741379,0,0,1.0,1387,0,未流失
59994,4,211.0,0.502448523,0,0,1.0,870,0,未流失
59995,4,14.0,0.6,0,0,0.0,0,690,已流失
59996,4,122.0,0.761990489,0,0,0.25,200,906,已流失
59997,4,72.0,0.285,0,0,1.0,0,0,未流失
59998,4,2.0,0.77,0,0,1.0,1012,0,未流失
59999,4,86.5,0.282574382,0,0,1.0,0,0,未流失
60000,4,73.0,0.75,0,0,1.0,967,0,未流失
60001,4,3.0,0.75,0,27,0.0,0,967,已流失
60002,4,37.5,0.458616455,0,0,0.0,0,1192,已流失
60003,4,0.0,0.33,0,0,1.0,1185,0,未流失
60004,4,1.5,0.443553883,0,1,1.0,627,0,未流失
60005,4,152.0,0.848468537,0,0,1.0,1229,0,未流失
60006,4,43.0,0.899565916,0,0,1.0,1110,0,未流失
60007,4,7.0,0.438440439,0,0,0.0,0,484,已流失
60008,4,11.0,0.435,0,0,1.0,434,0,未流失
60009,4,386.0,0.735,0,0,0.5,270,676,准流失
60010,4,131.0,0.525382809,0,0,1.0,445,0,未流失
60011,4,37.0,0.910570033,0,0,1.0,1110,0,未流失
60012,4,5.0,0.403979039,0,0,1.0,763,0,未流失
60013,4,269.0,0.909429967,0,0,0.5,500,610,准流失
60014,4,177.0,0.47,0,0,0.5,388,388,准流失
60015,4,316.0,0.65,0,0,0.5,787,314,准流失
60016,4,10.0,0.65,0,0,1.0,763,0,未流失
60017,4,240.5,0.635569476,0,0,0.666666667,482,500,准流失
60018,4,0.0,0.85,0,0,0.0,0,933,已流失
60019,4,2.0,0.85,0,0,0.0,0,795,已流失
60020,4,83.0,0.85,0,7,0.5,667,667,准流失
60021,4,580.0,0.509913123,0,0,0.5,0,874,准流失
60022,4,63.0,0.531110052,0,0,0.5,241,533,准流失
60023,4,308.0,0.365,0,0,1.0,461,0,未流失
60024,4,0.0,0.631963678,0,0,1.0,679,0,未流失
60025,4,194.0,0.295,0,4,0.5,0,0,准流失
60026,4,25.0,0.327189888,0,0,1.0,0,0,未流失
60027,4,112.0,0.276978596,0,0,1.0,0,0,未流失
60028,4,123.0,0.4,0,12,0.0,0,494,已流失
60029,4,8.0,0.4,0,15,0.0,0,988,已流失
60030,4,5.0,0.4,0,10,0.0,0,988,已流失
60031,4,12.0,0.4,0,0,0.0,0,988,已流失
60032,4,25.0,0.4,0,0,0.0,0,988,已流失
60033,4,7.0,0.4,0,20,0.0,0,988,已流失
60034,4,46.0,0.417364865,0,0,1.0,484,0,未流失
60035,4,47.0,0.425,0,0,0.5,479,0,准流失
60036,4,29.0,0.515,0,0,1.0,896,0,未流失
60037,4,288.0,0.810510949,0,0,0.0,0,933,已流失
60038,4,68.0,0.631701764,0,0,1.0,935,0,未流失
60039,4,1.0,0.8,0,0,0.0,0,1046,已流失
60040,4,159.0,0.700986094,0,0,0.5,0,887,准流失
60041,4,164.0,0.625,0,10,0.0,0,652,已流失
60042,4,18.0,0.625,0,0,1.0,652,0,未流失
60043,4,270.0,0.635,0,0,0.5,823,329,准流失
60044,4,2.0,0.937109045,0,12,0.0,0,1374,已流失
60045,4,106.8,0.293743372,0,0,0.5,400,0,准流失
60046,4,3.0,0.725,0,0,0.0,0,994,已流失
60047,4,59.5,0.855289575,0,0,0.333333333,500,1000,已流失
60048,4,100.0,0.443592622,0,1,0.666666667,448,434,准流失
60049,4,229.5,0.412761194,0,0,0.333333333,200,802,已流失
60050,4,56.0,0.303430296,0,31,0.0,0,488,已流失
60051,4,546.0,0.408242245,0,0,0.5,0,422,准流失
60052,4,476.0,0.9,0,0,0.5,500,610,准流失
60053,4,154.0,0.447557716,1,30,1.0,494,0,未流失
60054,4,5.0,0.505675057,0,0,0.0,0,833,已流失
60055,4,654.0,0.525392297,0,0,0.5,0,506,准流失
60056,4,225.5,0.31,0,12,0.333333333,0,388,已流失
60057,4,4.0,0.7,0,0,0.0,0,528,已流失
60058,4,13.0,0.782473423,0,0,1.0,921,0,未流失
60059,4,148.0,0.672760512,0,1,0.0,0,899,已流失
60060,4,4.0,0.8,0,0,0.0,0,1292,已流失
60061,4,5.0,0.4,0,11,0.0,0,1024,已流失
60062,4,98.0,0.396714594,0,20,1.0,726,0,未流失
60063,4,2.0,0.665159735,0,10,0.0,0,1023,已流失
60064,4,23.5,0.731750663,0,0,1.0,1224,0,未流失
60065,4,489.0,0.466751269,0,15,0.5,0,500,准流失
60066,4,106.0,0.85,0,0,0.5,610,610,准流失
60067,4,2.0,0.85,0,0,0.0,0,1220,已流失
60068,4,15.0,0.85,0,0,1.0,1220,0,未流失
60069,4,5.5,0.566666667,0,8,0.0,0,854,已流失
60070,4,99.0,0.85,0,11,0.0,0,1220,已流失
60071,4,0.0,0.85,0,0,0.0,0,1220,已流失
60072,4,98.0,0.85,0,0,0.5,610,610,准流失
60073,4,69.0,0.85,0,0,0.0,0,854,已流失
60074,4,99.0,0.85,0,0,1.0,1220,0,未流失
60075,4,96.0,0.69408433,0,22,1.0,1034,0,未流失
60076,4,232.0,0.669987849,0,0,0.5,500,434,准流失
60077,4,224.0,0.69,0,0,0.5,0,702,准流失
60078,4,167.0,0.33210241,0,0,1.0,244,0,未流失
60079,4,131.5,0.28,0,0,1.0,0,0,未流失
60080,4,49.0,0.685793404,0,0,1.0,554,0,未流失
60081,4,2.5,0.514859813,0,0,0.0,0,1233,已流失
60082,4,518.0,0.680265596,0,0,0.5,400,562,准流失
60083,4,77.0,0.652257109,0,7,0.666666667,700,200,准流失
60084,4,4.0,0.949956859,0,0,0.0,0,1000,已流失
60085,4,25.0,0.797695652,0,5,1.0,958,0,未流失
60086,4,108.5,0.34,0,2,0.666666667,448,0,准流失
60087,4,170.0,0.725,0,0,0.0,0,770,已流失
60088,4,193.0,0.825,0,0,0.5,572,572,准流失
60089,4,3.0,0.95,0,0,0.0,0,1000,已流失
60090,4,2.0,0.95,0,0,0.0,0,1000,已流失
60091,4,6.0,0.95,0,0,0.0,0,1000,已流失
60092,4,6.0,0.4,0,0,0.0,0,1032,已流失
60093,4,206.0,0.580359029,0,0,0.0,0,704,已流失
60094,4,60.0,0.485888594,0,0,1.0,516,0,未流失
60095,4,0.0,0.4,0,0,0.0,0,1045,已流失
60096,4,0.0,0.4,0,0,0.0,0,1045,已流失
60097,4,31.0,0.49171889,0,0,0.0,0,454,已流失
60098,4,126.0,0.452591677,0,0,1.0,346,0,未流失
60099,4,22.0,0.444714459,0,0,0.0,0,1269,已流失
60100,4,121.0,0.759301521,0,0,0.0,0,1087,已流失
60101,4,187.0,0.367509207,0,0,0.5,0,393,准流失
60102,4,73.0,0.491733871,0,21,0.0,0,715,已流失
60103,4,138.0,0.342066708,1,1,0.5,500,0,准流失
60104,4,5.0,0.845,0,0,1.0,1220,0,未流失
60105,4,10.0,0.6,0,0,0.0,0,683,已流失
60106,4,60.5,0.44755102,0,24,1.0,476,0,未流失
60107,4,6.666666667,0.5,0,0,0.0,0,800,已流失
60108,4,128.0,0.418929254,0,0,1.0,484,0,未流失
60109,4,4.0,0.572594142,0,0,1.0,479,0,未流失
60110,4,60.0,0.6625,0,2,0.75,600,500,准流失
60111,4,177.0,0.96,0,0,0.333333333,500,1000,已流失
60112,4,306.0,0.663934426,0,0,0.5,276,803,准流失
60113,4,5.0,0.424825175,0,0,0.0,0,568,已流失
60114,4,83.0,0.55,0,0,0.5,362,392,准流失
60115,4,181.0,0.620931818,0,9,1.0,679,0,未流失
60116,4,1.0,0.49,0,0,1.0,672,0,未流失
60117,4,407.0,0.573851813,0,10,0.5,0,500,准流失
60118,4,122.5,0.4,0,0,0.0,0,616,已流失
60119,4,3.0,0.6,0,0,0.0,0,654,已流失
60120,4,64.0,0.83279939,0,0,0.0,0,891,已流失
60121,4,3.0,0.55,0,2,0.0,0,752,已流失
60122,4,16.0,0.55,0,2,0.0,0,752,已流失
60123,4,1.0,0.55,0,0,0.0,0,752,已流失
60124,4,106.0,0.585,0,0,1.0,828,0,未流失
60125,4,360.0,0.585,0,0,0.5,828,331,准流失
60126,4,3.0,0.625,0,10,0.0,0,823,已流失
60127,4,2.0,0.625,0,0,0.0,0,823,已流失
60128,4,3.0,0.625,0,0,1.0,658,0,未流失
60129,4,29.0,0.625,0,0,0.0,0,658,已流失
60130,4,211.0,0.669447853,0,0,0.5,370,610,准流失
60131,4,146.0,0.641764706,0,0,1.0,945,0,未流失
60132,4,4.5,0.342493719,0,0,1.0,435,0,未流失
60133,4,171.0,0.414228723,0,0,0.5,665,0,准流失
60134,4,195.0,0.436413131,0,0,1.0,981,0,未流失
60135,4,37.0,0.692503177,0,0,0.0,0,943,已流失
60136,4,2.0,0.625,0,0,0.0,0,616,已流失
60137,4,91.0,0.319671458,0,0,1.0,0,0,未流失
60138,4,56.0,0.473901696,0,0,0.0,0,876,已流失
60139,4,0.0,0.503071594,0,0,0.0,0,706,已流失
60140,4,10.0,0.443986955,0,0,0.0,0,932,已流失
60141,4,12.0,0.755711312,0,0,1.0,786,0,未流失
60142,4,3.0,0.857322835,0,0,0.0,0,862,已流失
60143,4,215.0,0.96,0,0,0.5,515,515,准流失
60144,4,83.0,0.840478764,0,0,1.0,1200,0,未流失
60145,4,9.0,0.415,0,0,1.0,420,0,未流失
60146,4,297.0,0.52790393,0,0,1.0,823,0,未流失
60147,4,27.5,0.546184739,0,1,0.0,0,1072,已流失
60148,4,422.0,0.619203187,0,0,0.5,500,435,准流失
60149,4,252.5,0.61977208,0,0,0.333333333,0,700,已流失
60150,4,26.0,0.9,0,0,0.0,0,1124,已流失
60151,4,2.0,0.9,0,0,0.0,0,1124,已流失
60152,4,173.0,0.954416155,0,0,0.5,610,511,准流失
60153,4,240.0,0.954416155,0,0,0.5,610,511,准流失
60154,4,4.0,0.5,0,0,0.0,0,806,已流失
60155,4,137.0,0.492763158,0,0,0.0,0,443,已流失
60156,4,41.0,0.525,0,0,1.0,752,0,未流失
60157,4,0.0,0.623475014,0,0,1.0,667,0,未流失
60158,6,183.0,0.69050923,0,2,1.0,876,0,未流失
60159,4,61.0,0.58,0,0,1.0,690,0,未流失
60160,4,80.0,0.472794246,0,0,1.0,547,0,未流失
60161,4,64.0,0.375,0,0,0.5,533,0,准流失
60162,4,96.0,0.375,0,0,0.0,0,533,已流失
60163,4,77.5,0.487605761,0,9,1.0,506,0,未流失
60164,4,144.0,0.68686747,0,1,1.0,1073,0,未流失
60165,4,0.0,0.4,0,0,0.0,0,1028,已流失
60166,4,130.0,0.818412698,0,0,0.5,202,500,准流失
60167,4,32.33333333,0.4125,0,0,0.25,227,227,已流失
60168,4,425.0,0.532233153,0,3,0.5,434,276,准流失
60169,4,424.0,0.946596675,0,0,0.5,691,500,准流失
60170,4,5.0,0.48,0,0,1.0,844,0,未流失
60171,4,362.0,0.75,0,0,0.5,275,689,准流失
60172,4,46.0,0.834131274,0,0,0.0,0,1200,已流失
60173,4,556.0,0.580386889,0,0,0.5,420,303,准流失
60174,6,2.0,0.675,0,4,1.0,950,0,未流失
60175,4,194.0,0.683105629,0,0,0.666666667,500,500,准流失
60176,4,3.0,0.466637857,0,1,0.0,0,336,已流失
60177,4,86.0,0.47715422,0,3,0.0,0,823,已流失
60178,4,2.0,0.585412148,0,0,0.0,0,994,已流失
60179,4,105.0,0.434151247,0,0,0.0,0,479,已流失
60180,4,269.5,0.400467532,22,92,0.333333333,0,634,已流失
60181,4,119.0,0.4075,2,2,0.5,245,490,准流失
60182,4,2.0,0.5,0,4,0.0,0,896,已流失
60183,4,51.0,0.455466442,0,0,0.0,0,610,已流失
60184,4,194.0,0.5,0,15,0.0,0,896,已流失
60185,4,15.0,0.5,0,0,1.0,896,0,未流失
60186,4,323.0,0.62,0,0,0.666666667,400,500,准流失
60187,4,240.5,0.596972883,0,0,0.333333333,610,400,已流失
60188,4,5.0,0.55,0,0,0.0,0,673,已流失
60189,4,130.0,0.566589595,0,0,0.5,0,611,准流失
60190,4,63.0,0.75,0,0,0.333333333,500,700,已流失
60191,4,98.0,0.47810559,0,0,0.5,0,422,准流失
60192,4,39.6,0.316666667,0,1,1.0,0,0,未流失
60193,4,54.0,0.70442119,0,0,1.0,996,0,未流失
60194,4,369.0,0.523323615,0,0,0.5,400,329,准流失
60195,4,34.0,0.93,0,0,1.0,1000,0,未流失
60196,4,2.0,0.93,0,0,1.0,1000,0,未流失
60197,4,311.0,0.503601497,0,0,0.0,0,768,已流失
60198,4,4.0,0.527305243,0,0,1.0,712,0,未流失
60199,4,181.0,0.511869648,0,0,0.666666667,0,702,准流失
60200,4,168.0,0.546666667,0,0,0.666666667,454,227,准流失
60201,4,4.0,0.435366248,0,0,1.0,606,0,未流失
60202,4,222.0,0.793874539,0,0,1.0,912,0,未流失
60203,4,2.0,0.72,0,22,1.0,967,0,未流失
60204,4,10.0,0.45,0,0,0.0,0,856,已流失
60205,4,328.0,0.364488136,0,1,0.5,0,786,准流失
60206,4,0.0,0.4,0,0,0.0,0,957,已流失
60207,4,0.0,0.4,0,0,0.0,0,957,已流失
60208,4,0.0,0.4,0,0,0.0,0,957,已流失
60209,4,1.0,0.89,0,1,1.0,1124,0,未流失
60210,4,212.0,0.747566064,0,0,0.0,0,929,已流失
60211,4,37.0,0.798157504,0,0,1.0,873,0,未流失
60212,4,396.0,0.465,0,0,0.5,422,422,准流失
60213,4,2.0,0.83,0,0,1.0,1256,0,未流失
60214,4,151.0,0.583297121,0,0,1.0,1016,0,未流失
60215,4,1.0,0.435870889,0,0,1.0,479,0,未流失
60216,4,9.0,0.67,0,0,1.0,606,0,未流失
60217,4,30.0,0.925,0,0,0.0,0,1000,已流失
60218,4,1.0,0.515593465,0,0,0.0,0,714,已流失
60219,4,31.0,0.575,0,0,0.0,0,662,已流失
60220,4,3.0,0.85,0,0,0.0,0,751,已流失
60221,4,129.0,0.60296796,0,0,0.5,500,454,准流失
60222,4,99.0,0.41,0,0,1.0,479,0,未流失
60223,4,10.0,0.291146116,0,0,0.0,0,413,已流失
60224,4,89.0,0.527336288,0,0,1.0,667,0,未流失
60225,4,30.0,0.9,0,0,0.0,0,1000,已流失
60226,4,52.5,0.55,0,0,0.0,0,488,已流失
60227,4,2.0,0.55,0,0,1.0,854,0,未流失
60228,4,2.0,0.825,0,0,0.0,0,1220,已流失
60229,4,106.0,0.415,0,0,1.0,466,0,未流失
60230,4,1.0,0.53,0,0,1.0,826,0,未流失
60231,4,270.0,0.385,0,0,1.0,494,0,未流失
60232,4,1.0,0.7,0,0,0.0,0,556,已流失
60233,4,485.0,0.939420544,0,0,0.5,646,500,准流失
60234,4,32.5,0.429510237,0,0,1.0,616,0,未流失
60235,4,1.0,0.56,0,0,1.0,708,0,未流失
60236,4,1.0,0.474378882,0,0,1.0,844,0,未流失
60237,4,10.0,0.885,0,6,1.0,1124,0,未流失
60238,4,162.0,0.4425,0,0,0.75,448,224,准流失
60239,4,299.0,0.78896679,0,0,0.5,266,646,准流失
60240,4,29.0,0.644303797,0,0,1.0,1023,0,未流失
